,author,review_text,review_rating,datetime,review_link,text_tokens,text_token_filtered,review_stemmed
84,awan febryanto,,5,02/28/2023 10:17:02,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURocU5hcG5RRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhqNapnQE%7CCgwInqn3nwYQoJud1QE%7C?hl=id,[],[],
85,Robert Paulus,,5,02/27/2023 05:39:08,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoNE5QY2F3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDh4NPcaw%7CCgwI_IPxnwYQuP3ZywM%7C?hl=id,[],[],
86,Noni Martati,kesini ngga direncana alias dadakan hbs dr kondangan dr madiun diajak temen kesini krn sekalian nebeng pulang sampe sini itu siang menuju sore hawanya dingin bgt tp sejuk ak dtg pas rame bgt krn hari minggu per org masuk rb parkir mobil rb kayaknya lupa wkwk banyak yg jualan di swpanjang pinggir telaga telaganya luas bgt kalau mau muterin jalan kaki bakalan capek bisa sewa kuda x putaran rb terus bisa juga naik boat boat bisa utk org dan supir per org bayar rb jd boat itu rb nah ti jg sama sopirnya bakalan diberhentiin di tulisan telaga sarangan dan di fotoin jg muter di telaga lumayan lama dan kadang diajak ngebut wkwkw bagi yg takut air bisa minta pelan tp amannya gausah naik hahaha utk motor dan mobil bisa parkir deket telaga tp utk bis agak jauh jd hrs jalan biar smp ditelaga disekitar sini jg byk penginapan yg bisa utk staycation bersama keluarga atau pasangan atau ngecamp pun bisa fasilitas ada toilet dan mushola,5,02/26/2023 23:06:20,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURob1BXM2tBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhoPW3kAE%7CCgwI7MvvnwYQgIKv-AE%7C?hl=id,"['kesini', 'ngga', 'direncana', 'alias', 'dadakan', 'hbs', 'dr', 'kondangan', 'dr', 'madiun', 'diajak', 'temen', 'kesini', 'krn', 'sekalian', 'nebeng', 'pulang', 'sampe', 'sini', 'itu', 'siang', 'menuju', 'sore', 'hawanya', 'dingin', 'bgt', 'tp', 'sejuk', 'ak', 'dtg', 'pas', 'rame', 'bgt', 'krn', 'hari', 'minggu', 'per', 'org', 'masuk', 'rb', 'parkir', 'mobil', 'rb', 'kayaknya', 'lupa', 'wkwk', 'banyak', 'yg', 'jualan', 'di', 'swpanjang', 'pinggir', 'telaga', 'telaganya', 'luas', 'bgt', 'kalau', 'mau', 'muterin', 'jalan', 'kaki', 'bakalan', 'capek', 'bisa', 'sewa', 'kuda', 'x', 'putaran', 'rb', 'terus', 'bisa', 'juga', 'naik', 'boat', 'boat', 'bisa', 'utk', 'org', 'dan', 'supir', 'per', 'org', 'bayar', 'rb', 'jd', 'boat', 'itu', 'rb', 'nah', 'ti', 'jg', 'sama', 'sopirnya', 'bakalan', 'diberhentiin', 'di', 'tulisan', 'telaga', 'sarangan', 'dan', 'di', 'fotoin', 'jg', 'muter', 'di', 'telaga', 'lumayan', 'lama', 'dan', 'kadang', 'diajak', 'ngebut', 'wkwkw', 'bagi', 'yg', 'takut', 'air', 'bisa', 'minta', 'pelan', 'tp', 'amannya', 'gausah', 'naik', 'hahaha', 'utk', 'motor', 'dan', 'mobil', 'bisa', 'parkir', 'deket', 'telaga', 'tp', 'utk', 'bis', 'agak', 'jauh', 'jd', 'hrs', 'jalan', 'biar', 'smp', 'ditelaga', 'disekitar', 'sini', 'jg', 'byk', 'penginapan', 'yg', 'bisa', 'utk', 'staycation', 'bersama', 'keluarga', 'atau', 'pasangan', 'atau', 'ngecamp', 'pun', 'bisa', 'fasilitas', 'ada', 'toilet', 'dan', 'mushola']","['kesini', 'ngga', 'direncana', 'alias', 'dadakan', 'hbs', 'dr', 'kondangan', 'dr', 'madiun', 'diajak', 'temen', 'kesini', 'krn', 'nebeng', 'pulang', 'sampe', 'siang', 'sore', 'hawanya', 'dingin', 'bgt', 'tp', 'sejuk', 'ak', 'dtg', 'pas', 'rame', 'bgt', 'krn', 'minggu', 'org', 'masuk', 'rb', 'parkir', 'mobil', 'rb', 'kayaknya', 'lupa', 'wkwk', 'yg', 'jualan', 'swpanjang', 'pinggir', 'telaga', 'telaganya', 'luas', 'bgt', 'muterin', 'jalan', 'kaki', 'capek', 'sewa', 'kuda', 'x', 'putaran', 'rb', 'boat', 'boat', 'utk', 'org', 'supir', 'org', 'bayar', 'rb', 'jd', 'boat', 'rb', 'ti', 'jg', 'sopirnya', 'diberhentiin', 'tulisan', 'telaga', 'sarangan', 'fotoin', 'jg', 'muter', 'telaga', 'lumayan', 'kadang', 'diajak', 'ngebut', 'wkwkw', 'yg', 'takut', 'air', 'pelan', 'tp', 'amannya', 'gausah', 'hahaha', 'utk', 'motor', 'mobil', 'parkir', 'deket', 'telaga', 'tp', 'utk', 'bis', 'jd', 'hrs', 'jalan', 'biar', 'smp', 'ditelaga', 'disekitar', 'jg', 'byk', 'penginapan', 'yg', 'utk', 'staycation', 'keluarga', 'pasangan', 'ngecamp', 'fasilitas', 'toilet', 'mushola']",kesini ngga rencana alias dada hbs dr kondangan dr madiun ajak temen kesini krn nebeng pulang sampe siang sore hawa dingin bgt tp sejuk ak dtg pas rame bgt krn minggu org masuk rb parkir mobil rb kayak lupa wkwk yg jual swpanjang pinggir telaga telaga luas bgt muterin jalan kaki capek sewa kuda x putar rb boat boat utk org supir org bayar rb jd boat rb ti jg sopir diberhentiin tulis telaga sarangan fotoin jg muter telaga lumayan kadang ajak ngebut wkwkw yg takut air pelan tp aman gausah hahaha utk motor mobil parkir deket telaga tp utk bis jd hrs jalan biar smp telaga sekitar jg byk inap yg utk staycation keluarga pasang ngecamp fasilitas toilet mushola
87,dian cinta,,5,02/26/2023 22:20:49,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURob0ltdUVREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhoImuEQ%7CCgwIwbbvnwYQgIKuogI%7C?hl=id,[],[],
88,Asnita Arizatul,kesini sore dihari kerja agak sepi jadi lebih bisa menikmati suasana wkwk,5,02/25/2023 03:45:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoajZ2c0NREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChj6vsCQ%7CCgwI3YjmnwYQqLKOvQI%7C?hl=id,"['kesini', 'sore', 'dihari', 'kerja', 'agak', 'sepi', 'jadi', 'lebih', 'bisa', 'menikmati', 'suasana', 'wkwk']","['kesini', 'sore', 'dihari', 'kerja', 'sepi', 'menikmati', 'suasana', 'wkwk']",kesini sore hari kerja sepi nikmat suasana wkwk
89,Mifa Prakoso,tempat nya nyaman sejuk tapi ke toilet aj suruh bayar k ,2,02/25/2023 03:33:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoajlPeDFRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChj9Ox1QE%7CCgwIiIPmnwYQiKyDsAI%7C?hl=id,"['tempat', 'nya', 'nyaman', 'sejuk', 'tapi', 'ke', 'toilet', 'aj', 'suruh', 'bayar', 'k']","['nya', 'nyaman', 'sejuk', 'toilet', 'aj', 'suruh', 'bayar', 'k']",nya nyaman sejuk toilet aj suruh bayar k
90,Edi Prast,apik asri cocok tuk rekreasi keluarga,5,02/24/2023 04:12:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoNTlINTNnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh59H53gE%7CCgsIrPLgnwYQ0JrnFA%7C?hl=id,"['apik', 'asri', 'cocok', 'tuk', 'rekreasi', 'keluarga']","['apik', 'asri', 'cocok', 'tuk', 'rekreasi', 'keluarga']",apik asri cocok tuk rekreasi keluarga
91,eko wati,,5,02/23/2023 02:49:43,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoMjZlMkZREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh26e2FQ%7CCgwIx6jbnwYQgKDrtAI%7C?hl=id,[],[],
92,Ferry Noer Zahrie,,5,02/22/2023 16:06:30,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoNjk3VVZnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh697UVg%7CCgwIhvvYnwYQuJKv1wM%7C?hl=id,[],[],
93,Yaya Cantik,,4,02/21/2023 23:44:25,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoODlfTHdnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh89_LwgE%7CCgwI2a7VnwYQ0KfzzgI%7C?hl=id,[],[],
94,Hajir Ahmad,,3,02/21/2023 12:17:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoa19QT25nRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChk_POngE%7CCgwI3ezSnwYQwPe43gI%7C?hl=id,[],[],
95,diyah meidiyawati,diterjemahkan oleh google udaranya segar sejuk dan menyegkan asli udara segar sejuk dan menyegkan,5,02/21/2023 11:31:30,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoazVuS2NBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChk5nKcA%7CCgwIktfSnwYQqOzo4QE%7C?hl=id,"['diterjemahkan', 'oleh', 'google', 'udaranya', 'segar', 'sejuk', 'dan', 'menyegkan', 'asli', 'udara', 'segar', 'sejuk', 'dan', 'menyegkan']","['diterjemahkan', 'google', 'udaranya', 'segar', 'sejuk', 'menyegkan', 'asli', 'udara', 'segar', 'sejuk', 'menyegkan']",terjemah google udara segar sejuk seg asli udara segar sejuk seg
96,Rigor Mortis,great views experience and food diterjemahkan oleh google pemandangan indah pengalaman dan maka,5,02/21/2023 07:42:15,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoNDltODFBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh49m81AE%7CCgwI1-vRnwYQgKCyxAM%7C?hl=id,"['great', 'views', 'experience', 'and', 'food', 'diterjemahkan', 'oleh', 'google', 'pemandangan', 'indah', 'pengalaman', 'dan', 'maka']","['great', 'views', 'experience', 'and', 'food', 'diterjemahkan', 'google', 'pemandangan', 'indah', 'pengalaman']",great views experience and food terjemah google pandang indah alam
97,Resmina Rian Atmaja,dari tulungagung hadir resminarian,5,02/19/2023 08:02:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoelpxU1h3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChzZqSXw%7CCgwIma_HnwYQ4PG6nAI%7C?hl=id,"['dari', 'tulungagung', 'hadir', 'resminarian']","['tulungagung', 'hadir', 'resminarian']",tulungagung hadir resminarian
98,Hermanto Aaronkhan,good diterjemahkan oleh google bagus,3,02/19/2023 03:34:54,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoamNtNHVRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChjcm4uQE%7CCgsI3rHGnwYQ8LC-dg%7C?hl=id,"['good', 'diterjemahkan', 'oleh', 'google', 'bagus']","['good', 'diterjemahkan', 'google', 'bagus']",good terjemah google bagus
99,Anthony Widjaya,sorry to say but it s overprice tiket rb per person masuk parkir mobil bayar lagi bawa mobil parkir hotel paginya disuruh bayer tiket lagi kocak anjirrr gini amat oknum nya saran saya bawa minum dari luar mahal dsni liter rb gajelas jagjng bakar rb nasgor rb apalagi didepot kalau beli nasi pecel ya nasi sma bumbu pecel aja rb ga dapat tempe atau apa anjir parah mending bawa bekal aja,1,02/18/2023 15:29:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoMWQtVFhREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh1d-TXQ%7CCgwI4t3DnwYQsNDqxgM%7C?hl=id,"['sorry', 'to', 'say', 'but', 'it', 's', 'overprice', 'tiket', 'rb', 'per', 'person', 'masuk', 'parkir', 'mobil', 'bayar', 'lagi', 'bawa', 'mobil', 'parkir', 'hotel', 'paginya', 'disuruh', 'bayer', 'tiket', 'lagi', 'kocak', 'anjirrr', 'gini', 'amat', 'oknum', 'nya', 'saran', 'saya', 'bawa', 'minum', 'dari', 'luar', 'mahal', 'dsni', 'liter', 'rb', 'gajelas', 'jagjng', 'bakar', 'rb', 'nasgor', 'rb', 'apalagi', 'didepot', 'kalau', 'beli', 'nasi', 'pecel', 'ya', 'nasi', 'sma', 'bumbu', 'pecel', 'aja', 'rb', 'ga', 'dapat', 'tempe', 'atau', 'apa', 'anjir', 'parah', 'mending', 'bawa', 'bekal', 'aja']","['sorry', 'to', 'say', 'but', 'it', 's', 'overprice', 'tiket', 'rb', 'person', 'masuk', 'parkir', 'mobil', 'bayar', 'bawa', 'mobil', 'parkir', 'hotel', 'paginya', 'disuruh', 'bayer', 'tiket', 'kocak', 'anjirrr', 'gini', 'oknum', 'nya', 'saran', 'bawa', 'minum', 'mahal', 'dsni', 'liter', 'rb', 'gajelas', 'jagjng', 'bakar', 'rb', 'nasgor', 'rb', 'didepot', 'beli', 'nasi', 'pecel', 'ya', 'nasi', 'sma', 'bumbu', 'pecel', 'aja', 'rb', 'ga', 'tempe', 'anjir', 'parah', 'mending', 'bawa', 'bekal', 'aja']",sorry to say but it s overprice tiket rb person masuk parkir mobil bayar bawa mobil parkir hotel pagi suruh bayer tiket kocak anjirrr gin oknum nya saran bawa minum mahal dsni liter rb gajelas jagjng bakar rb nasgor rb depot beli nasi pecel ya nasi sma bumbu pecel aja rb ga tempe anjir parah mending bawa bekal aja
100,Eka Iman,wisata telaga view nya bagus apalagi jika pas berkabut berkeliling danau naik speedboat makin memicu adrenalin karena kepikiran bawa anak anak untuk masuk dan keluarnya perlu jalan agak jauh kembali ke area parkir karena akan dilewatkan stand belanja oleh dulu,4,02/18/2023 08:36:44,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNobGRxZDRnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChldqd4gE%7CCgsInJzCnwYQ0POeWg%7C?hl=id,"['wisata', 'telaga', 'view', 'nya', 'bagus', 'apalagi', 'jika', 'pas', 'berkabut', 'berkeliling', 'danau', 'naik', 'speedboat', 'makin', 'memicu', 'adrenalin', 'karena', 'kepikiran', 'bawa', 'anak', 'anak', 'untuk', 'masuk', 'dan', 'keluarnya', 'perlu', 'jalan', 'agak', 'jauh', 'kembali', 'ke', 'area', 'parkir', 'karena', 'akan', 'dilewatkan', 'stand', 'belanja', 'oleh', 'dulu']","['wisata', 'telaga', 'view', 'nya', 'bagus', 'pas', 'berkabut', 'berkeliling', 'danau', 'speedboat', 'memicu', 'adrenalin', 'kepikiran', 'bawa', 'anak', 'anak', 'masuk', 'keluarnya', 'jalan', 'area', 'parkir', 'dilewatkan', 'stand', 'belanja']",wisata telaga view nya bagus pas kabut keliling danau speedboat picu adrenalin pikir bawa anak anak masuk keluar jalan area parkir lewat stand belanja
101,The Bryan Arjuna,,5,02/17/2023 14:41:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoaFpIVEJnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChhZHTBg%7CCgsInaS-nwYQoKnHAw%7C?hl=id,[],[],
102,Restu Ap,the wheels on the bus go around and around all trought the town diterjemahkan oleh google roda di bus berputar putar semua melewati kota,5,02/16/2023 05:14:25,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoeWFUYm13RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChyaTbmwE%7CCgwIsfe2nwYQqP2UjAE%7C?hl=id,"['the', 'wheels', 'on', 'the', 'bus', 'go', 'around', 'and', 'around', 'all', 'trought', 'the', 'town', 'diterjemahkan', 'oleh', 'google', 'roda', 'di', 'bus', 'berputar', 'putar', 'semua', 'melewati', 'kota']","['the', 'wheels', 'on', 'the', 'bus', 'go', 'around', 'and', 'around', 'all', 'trought', 'the', 'town', 'diterjemahkan', 'google', 'roda', 'bus', 'berputar', 'putar', 'melewati', 'kota']",the wheels on the bus go around and around all trought the town terjemah google roda bus putar putar lewat kota
103,Ivan Kurniawan,sejuk,5,02/15/2023 06:42:07,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoa1lTYWVnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChkYSaeg%7CCgwIv_2xnwYQsKiioAI%7C?hl=id,['sejuk'],['sejuk'],sejuk
104,Ajeng Okvita Larasati,,5,02/15/2023 04:49:41,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoNGZQeFZREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh4fPxVQ%7CCgwI5cixnwYQyPKX4AI%7C?hl=id,[],[],
105,Fitanur Rohmah,,5,02/15/2023 02:22:51,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoNGRhWWJREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh4daYbQ%7CCgwI-4OxnwYQ2MqM0gM%7C?hl=id,[],[],
106,Handayani Richo,sipp,5,02/14/2023 14:03:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoZ2JtOVh3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChgbm9Xw%7CCgwIp6munwYQgJmyrAI%7C?hl=id,['sipp'],['sipp'],sipp
107,Zainal Abidin,,5,02/14/2023 11:18:44,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXaDRyLXJ3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICWh4r-rwE%7CCgwIlNytnwYQ8K3ttAM%7C?hl=id,[],[],
108,Wulan Tiarasari,tempat liburan menyegkan,5,02/14/2023 08:59:11,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoX3FLWEVREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh_qKXEQ%7CCgwI35qtnwYQyMHksAI%7C?hl=id,"['tempat', 'liburan', 'menyegkan']","['liburan', 'menyegkan']",libur seg
109,Kristin Afianti,,5,02/14/2023 03:48:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNodnBMeWxBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChvpLylAE%7CCgwIlomsnwYQkJzB2QI%7C?hl=id,[],[],
110,PhinS Ti,tempat sejuk memanjakan mata naik kuda k keliling danau tempat bersih karena kuda di kasih kantong harus hati hati sopir berpengalaman kalau ke arah telaga serangan,5,02/14/2023 02:58:55,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNodnBUMC1RRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChvpT0-QE%7CCgwI7_GrnwYQ-NvdhAI%7C?hl=id,"['tempat', 'sejuk', 'memanjakan', 'mata', 'naik', 'kuda', 'k', 'keliling', 'danau', 'tempat', 'bersih', 'karena', 'kuda', 'di', 'kasih', 'kantong', 'harus', 'hati', 'hati', 'sopir', 'berpengalaman', 'kalau', 'ke', 'arah', 'telaga', 'serangan']","['sejuk', 'memanjakan', 'mata', 'kuda', 'k', 'keliling', 'danau', 'bersih', 'kuda', 'kasih', 'kantong', 'hati', 'hati', 'sopir', 'berpengalaman', 'arah', 'telaga', 'serangan']",sejuk manja mata kuda k keliling danau bersih kuda kasih kantong hati hati sopir alam arah telaga serang
111,Like Febriani,tempat yang pas untuk healing suasana bagus dan fasilitas sudah banyak belanja oleh juga murah sayuran masih segar dengan harga yg terjangkau,5,02/13/2023 14:00:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoN3BMRHRnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh7pLDtgE%7CCgwIgYWpnwYQqN6XwAM%7C?hl=id,"['tempat', 'yang', 'pas', 'untuk', 'healing', 'suasana', 'bagus', 'dan', 'fasilitas', 'sudah', 'banyak', 'belanja', 'oleh', 'juga', 'murah', 'sayuran', 'masih', 'segar', 'dengan', 'harga', 'yg', 'terjangkau']","['pas', 'healing', 'suasana', 'bagus', 'fasilitas', 'belanja', 'murah', 'sayuran', 'segar', 'harga', 'yg', 'terjangkau']",pas healing suasana bagus fasilitas belanja murah sayur segar harga yg jangkau
112,AMALIA AGUSTIN,dateng kalo gk hujan pasti bagus sih ,4,02/12/2023 15:04:14,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNodHFIaGNBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChtqHhcA%7CCgwI7v-jnwYQkJWN_AE%7C?hl=id,"['dateng', 'kalo', 'gk', 'hujan', 'pasti', 'bagus', 'sih']","['dateng', 'kalo', 'gk', 'hujan', 'bagus', 'sih']",dateng kalo gk hujan bagus sih
113,Icha Yasicha,susaya enak dingin cocok buat healing,5,02/12/2023 12:29:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoMXF1cDN3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh1qup3wE%7CCgwIrbejnwYQoL6j2gI%7C?hl=id,"['susaya', 'enak', 'dingin', 'cocok', 'buat', 'healing']","['susaya', 'enak', 'dingin', 'cocok', 'healing']",susaya enak dingin cocok healing
114,lathifah laily,sarangan udah mulai bagus jalannya tp sebel sama pungli kang parkirnya petentang petenteng maksa pdhl ga pake atribut dr dishub ga ada karcis sekalinya mau balik dimintai tolong ambilin motor sok ga tau pas udah di keluarin sendiri kita dibentak dikira ngobrak abrik parkiran kerja kaga bener akhlaknya juga yek,2,02/12/2023 10:08:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoMW9LSFR3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh1oKHTw%7CCgsIk_WinwYQ8P34aA%7C?hl=id,"['sarangan', 'udah', 'mulai', 'bagus', 'jalannya', 'tp', 'sebel', 'sama', 'pungli', 'kang', 'parkirnya', 'petentang', 'petenteng', 'maksa', 'pdhl', 'ga', 'pake', 'atribut', 'dr', 'dishub', 'ga', 'ada', 'karcis', 'sekalinya', 'mau', 'balik', 'dimintai', 'tolong', 'ambilin', 'motor', 'sok', 'ga', 'tau', 'pas', 'udah', 'di', 'keluarin', 'sendiri', 'kita', 'dibentak', 'dikira', 'ngobrak', 'abrik', 'parkiran', 'kerja', 'kaga', 'bener', 'akhlaknya', 'juga', 'yek']","['sarangan', 'udah', 'bagus', 'jalannya', 'tp', 'sebel', 'pungli', 'kang', 'parkirnya', 'petentang', 'petenteng', 'maksa', 'pdhl', 'ga', 'pake', 'atribut', 'dr', 'dishub', 'ga', 'karcis', 'sekalinya', 'tolong', 'ambilin', 'motor', 'sok', 'ga', 'tau', 'pas', 'udah', 'keluarin', 'dibentak', 'ngobrak', 'abrik', 'parkiran', 'kerja', 'kaga', 'bener', 'akhlaknya', 'yek']",sarangan udah bagus jalan tp sebel pungli kang parkir tentang petenteng maksa pdhl ga pake atribut dr dishub ga karcis sekali tolong ambilin motor sok ga tau pas udah keluarin bentak ngobrak abrik parkir kerja kaga bener akhlak yek
