author,review_text,review_rating,datetime,review_link
Afiq Khairi,,4,03/11/2023 06:03:15,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoMGFTT3d3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDh0aSOwwE%7CCgwIo7OwoAYQgLaviwM%7C?hl=id
Enggar Evika,,5,03/11/2023 04:14:34,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoa2N2Z0dREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhkcvgGQ%7CCgsIqoCwoAYQ4PfNGw%7C?hl=id
Rofiq aang (rofiq),"asik buat santai dan pacaran🤭.  asik buat santai dg kluarga. cuma kalo boleh nyaranin,   mobil tamu hotel   mending di parkir di luar lokasi wisata, agar pejalan kaki bisa lebih  aman dan nyaman.  harusnya pihak hotel  menyediakan transport kusus  untuk jemput tamu diparkiran luar",5,03/10/2023 11:00:47,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoZ2N1QW5BRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhgcuAnAE%7CCgsI35usoAYQuIStfg%7C?hl=id
Tri Wullandari,,5,03/09/2023 23:59:32,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURodnZPMWpRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhvvO1jQE%7CCgwI5OWpoAYQyNj0swM%7C?hl=id
farid,"Setelah Subuh cobalah jalan2 mengilingi Telaga, udaranya fresh banget, lalu jangan lupa naik speed boat",5,03/09/2023 13:54:49,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURobnRyZzN3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhntrg3wE%7CCgsIqcqnoAYQwPCBCA%7C?hl=id
Bengkel tv sinar servis,pemandangan yg samgat indah di telaga sarangan,5,03/09/2023 12:12:00,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoLTVxOVFnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh-5q9Qg%7CCgwIkJqnoAYQiIiEhwM%7C?hl=id
Rudi Yuni vianto,,5,03/09/2023 08:10:15,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURocnBfVXZBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhrp_UvAE%7CCgwI56imoAYQgIDtrAE%7C?hl=id
Yuliarta Kurnia Pramai Sella,"Pemandangan bagus, beruntung kalo dapet momen berkabut, auranya kental, dan pastinya disini banyak yang jualan sate kelinci. Per porsi 18k pake lontong. Sayur, buah, dan tanaman hidupnya bagus. Cuma pas kesini beli strawberry ternyata ada yg busuk diselipin di dalemnya huhu. Disini semua kuliner ada, oleh2 juga ada, tinggal sediain uangnya. Kalau pinter nawar bisa dapet harga murah. Apalagi njaweni bahasane wkwkwk. Pinter boso jowo.",4,03/07/2023 13:14:16,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoeHYzZVlREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhxv3eYQ%7CCgwIqPGcoAYQgND0ggI%7C?hl=id
Wahyu Septian,,4,03/07/2023 11:51:41,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoeHFhR21BRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhxqaGmAE%7CCgwIzcqcoAYQgKq05AE%7C?hl=id
Imron Ayubi (Yubi),"Danau nya bagus dan dingin, apalagi di tambah makan sate kelinci..Bener bener mantap",5,03/07/2023 08:36:22,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoaHVHYlBBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhhuGbPA%7CCgwIhu-boAYQ0O_nygI%7C?hl=id
Guruh Tri Muladi,"Suasana yang memukau...
hamparan air telaga yang luas..
Kabut yang menaungi alam sekitar..
Makin menambah asri Telaga ini...
Jalan berkelok menambah rasa petualangan menuju Telaga Sarangan, ikonnya Magetan di Jawa Timur..
Pengin kesana lagi suatu saat nanti..
Mencoba mengitari telaga..
Karena kala itu hanya berada di pinggiran telaga..
Nantikan saya lagi di sana wahai Sarangan..
Let's Go...",5,03/07/2023 06:49:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoLXRlN3F3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDh-te7qwE%7CCgwIgr2boAYQ2Min6AI%7C?hl=id
Saya Sendiri,,5,03/06/2023 23:14:08,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURodXVUZkJREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhuuTfBQ%7CCgwIwOeZoAYQ2M635QE%7C?hl=id
Raphael Antreda Dirga,,5,03/06/2023 09:42:36,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURocXJiNmV3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhqrb6ew%7CCgwIjOuWoAYQwL_96QI%7C?hl=id
Joko Samporno,"Salah satu destinasi wisata favorit ketika liburan,tempatnya ,sejuk dan indah.❤❤❤",5,03/05/2023 15:43:11,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoc3N5dUx3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhssyuLw%7CCgwIj_GSoAYQiO2srAE%7C?hl=id
Lukman Hakm,Cocok utk ngadem,4,03/05/2023 07:38:17,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoa3V6bHNRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhkuzlsQE%7CCgwI6Y2RoAYQ6NH01gI%7C?hl=id
Shinta Andria,,4,03/05/2023 07:34:07,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoa3F6UXhnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhkqzQxgE%7CCgsI74uRoAYQ-O7pcw%7C?hl=id
Chef Fadli Chalhadi,Jalanannya mantap kesini. Mpbil jarus sehat.,5,03/04/2023 16:53:40,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURod29xclBREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhwoqrPQ%7CCgsIlO-NoAYQgLXLbA%7C?hl=id
Nanda Has,"Salah satu tempat wisata di Magetan yang cukup terkenal. Memang kalau kesini harus diusahakan saat cuaca mendukung, karena jika dari barat akan melewati jalan naik yang berkabut sekali jika cuaca kurang mendukung, kabut dari sekitar daerah tawangmangu sampai telaga sarangan.

•Ｓｕａｓａｎａ：
Trip naik motor paling seru dan menantang saat cuaca berkabut. Apalagi sebelum melewati tawangmangu wonderpark yang jalannya tidak terlalu lebar dan banyak kendaraan muatan. Di telaga Sarangan saat kesana kebetulan weekday jadi lumayan sepi dan motor bisa sampai masuk. Tempatnya asik, suasananya dingin, banyak yang menjajakan buah, sayur, makanan di daerah sana. Jangan lupa mencoba sate kelinci dengan rasa bumbu yang enak menurut saya.
•Ｆａｓｉｌｉｔａｓ：
Yang ada disana bisa naik speedboat 80rb 1x putaran atau 200rb 3x putaran, bisa juga naik kuda 70rb 1x putaran. Menurut saya satu putaran telaga ini cukup panjang jadi tidak akan terkesan sebentar jika naik kuda. Banyak penginapan yang ada di sekitar telaga.
•Ｔｉｋｅｔ　Ｍａｓｕｋ：
Harga tiket masuk 20rb/orang, belum termasuk parkir. Coba saja saat weekday karena lebih sepi dan motor bisa masuk sampai dalam karena tidak ramai.
•Ａｋｓｅｓ：
Akses dari Jogja saya rasa cukup mudah diikuti dengan google maps, kami memotong jalan melalui Klaten, jadi tidak melewati Surakarta. Jalan naik saat mau ke Tawangmangu hingga lokasi. Bisa saya katakan jalan dari jalur Barat sudah cukup bagus.
•Ｋｅｂｅｒｓｉｈａｎ：
Tempatnya bersih saat weekday kesana, cukup nyaman untuk sekedar foto ataupun menikmati suasana telaga.
•Ｃａｔａｔａｎ：
Hati-hati pada pagi hingga pukul 8 & sore pukul 3-5 monyet monyet sering turun untuk mencari makan. Walaupun katanya tidak berbahaya tetapi jaga barang bawaan anda karena terkadang bisa direbut dikira makanan 😅",4,03/04/2023 11:04:47,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoX0tQbnhBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDh_KPnxAE%7CCgwIz8uMoAYQ6Ny99QI%7C?hl=id
Adestya Wahyu Irawan,"Niatnya mau Main ke Sarangan eh kabutnya tebel
yaudah gapapa, Untungnya pas masuk gratis lagi karna Loket tiketnya Kosong, mungkin karena kabut kali ya? Tapi saat melihat harga Tiketnya yg 1 orang 20rb
menurut saya memang Kemahalan, belum lagi depot makanan yang berada di sekitar sarangan
Soto 20 ribu? okelah ini masih saya Tolerir karena sotonya enak.
Jagung bakar 16 ribu? Masih bisa dimaklumi karena tidak setiap hari kesini kan ya.
yang pasti jika ingin ke Sarangan pastikan melihat cuaca terlebih dahulu
supaya tidak nyesel",4,03/03/2023 06:30:54,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoek9HYnh3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhzOGbxwE%7CCgsInqiGoAYQ4O6dLA%7C?hl=id
Raja Sunny,,5,03/02/2023 12:13:22,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoMU9tMFhnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDh1Om0Xg%7CCgwI4qWCoAYQgNuG3QI%7C?hl=id
Vence Mori,Datangnya pas mendung...jdi tdk maksimal..,5,03/02/2023 06:18:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURobE1yWEJREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhlMrXBQ%7CCgwIuf-AoAYQwJ3hhAM%7C?hl=id
Olla Mitasari,"(+) Bagus untuk di kunjungi.

(-) resto dekat telaga & penginapan tdk ada yg enak rasanya",4,03/02/2023 03:25:13,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoNU52Ym1RRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDh5NvbmQE%7CCgwIma6AoAYQ4NOi1AE%7C?hl=id
miwon soedarnoe,wisata keluarga yang asik naik kuda keliling danau dan naik speed boatt mantaff soss,5,03/01/2023 21:06:59,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURocElQaTF3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhpIPi1wE%7CCgwI8_z-nwYQgO7c2gI%7C?hl=id
alex azar,,5,02/28/2023 13:54:39,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoNkw2cllnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDh6L6rYg%7CCgwIn4_4nwYQ2Jmr2wM%7C?hl=id
awan febryanto,,5,02/28/2023 10:17:02,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURocU5hcG5RRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhqNapnQE%7CCgwInqn3nwYQoJud1QE%7C?hl=id
Robert Paulus,,5,02/27/2023 05:39:08,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoNE5QY2F3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDh4NPcaw%7CCgwI_IPxnwYQuP3ZywM%7C?hl=id
Noni Martati,"Kesini ngga direncana alias dadakan, hbs dr kondangan dr madiun diajak temen kesini. Krn sekalian nebeng pulang. Sampe sini itu siang menuju sore , hawanya dingin bgt tp sejuk. Ak dtg pas rame bgt krn hari minggu. Per org masuk 19rb. Parkir mobil 5rb kayaknya, lupa wkwk. Banyak yg jualan di swpanjang pinggir telaga. Telaganya luas bgt, kalau mau muterin jalan kaki bakalan capek. Bisa sewa kuda 1x putaran 80rb. Terus bisa juga naik boat, 1 boat bisa utk 4 org dan 1 supir. Per org bayar 20rb jd 1 boat itu 80rb. Nah nanti jg sama sopirnya bakalan diberhentiin di tulisan telaga sarangan dan di fotoin jg. Muter2 di telaga lumayan lama dan kadang diajak ngebut wkwkw bagi yg takut air bisa minta pelan2 tp amannya gausah naik hahaha. Utk motor dan mobil bisa parkir deket telaga tp utk bis agak jauh, jd hrs jalan biar smp ditelaga. Disekitar sini jg byk penginapan2 yg bisa utk staycation bersama keluarga atau pasangan. Atau ngecamp pun bisa. Fasilitas ada toilet dan mushola.",5,02/26/2023 23:06:20,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURob1BXM2tBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhoPW3kAE%7CCgwI7MvvnwYQgIKv-AE%7C?hl=id
dian cinta,,5,02/26/2023 22:20:49,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURob0ltdUVREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIDhoImuEQ%7CCgwIwbbvnwYQgIKuogI%7C?hl=id
Asnita Arizatul,Kesini sore dihari kerja agak sepi jadi lebih bisa menikmati suasana wkwk,5,02/25/2023 03:45:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoajZ2c0NREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChj6vsCQ%7CCgwI3YjmnwYQqLKOvQI%7C?hl=id
Mifa Prakoso,"Tempat nya nyaman Sejuk.

Tapi ke toilet aj suruh bayar 8 k 🥱",2,02/25/2023 03:33:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoajlPeDFRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChj9Ox1QE%7CCgwIiIPmnwYQiKyDsAI%7C?hl=id
Edi Prast,"Apik, asri
Cocok tuk rekreasi keluarga",5,02/24/2023 04:12:28,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoNTlINTNnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh59H53gE%7CCgsIrPLgnwYQ0JrnFA%7C?hl=id
eko wati,,5,02/23/2023 02:49:43,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoMjZlMkZREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh26e2FQ%7CCgwIx6jbnwYQgKDrtAI%7C?hl=id
Ferry Noer Zahrie,,5,02/22/2023 16:06:30,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoNjk3VVZnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh697UVg%7CCgwIhvvYnwYQuJKv1wM%7C?hl=id
Yaya Cantik,,4,02/21/2023 23:44:25,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoODlfTHdnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh89_LwgE%7CCgwI2a7VnwYQ0KfzzgI%7C?hl=id
Hajir Ahmad,,3,02/21/2023 12:17:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoa19QT25nRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChk_POngE%7CCgwI3ezSnwYQwPe43gI%7C?hl=id
diyah meidiyawati,"(Diterjemahkan oleh Google) Udaranya segar, sejuk dan menyenangkan.

(Asli)
Udara segar, sejuk dan menyenangkan.",5,02/21/2023 11:31:30,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoazVuS2NBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChk5nKcA%7CCgwIktfSnwYQqOzo4QE%7C?hl=id
Rigor Mortis,"Great views, experience and food

(Diterjemahkan oleh Google)
Pemandangan indah, pengalaman, dan makanan",5,02/21/2023 07:42:15,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoNDltODFBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh49m81AE%7CCgwI1-vRnwYQgKCyxAM%7C?hl=id
Resmina Rian Atmaja,"Dari Tulungagung hadir...

@resminarian",5,02/19/2023 08:02:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoelpxU1h3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChzZqSXw%7CCgwIma_HnwYQ4PG6nAI%7C?hl=id
Hermanto Aaronkhan,"Good

(Diterjemahkan oleh Google)
Bagus",3,02/19/2023 03:34:54,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoamNtNHVRRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChjcm4uQE%7CCgsI3rHGnwYQ8LC-dg%7C?hl=id
Anthony Widjaya,"Sorry to say but it's OVERPRICE .. tiket 20rb per person..
Masuk parkir mobil bayar lagi
Bawa mobil parkir hotel , paginya disuruh bayer tiket lagi.. 🤣🤣 kocak anjirrr..
Gini amat oknum2nya..
Saran saya :
Bawa minum dari luar.. mahal dsni 1.5liter 10rb
Gajelas..
Jagjng bakar 12rb
Nasgor 16rb
Apalagi didepot
Kalau beli nasi pecel ya nasi sma bumbu pecel aja 12rb 🤣🤣🤣 ga dapat tempe atau apa anjir..
Parah2...
Mending bawa bekal aja",1,02/18/2023 15:29:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoMWQtVFhREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh1d-TXQ%7CCgwI4t3DnwYQsNDqxgM%7C?hl=id
Eka Iman,"Wisata telaga, view-nya bagus apalagi jika pas berkabut, berkeliling danau naik speedboat makin memicu adrenalin karena kepikiran bawa anak-anak.

Untuk masuk dan keluarnya perlu jalan agak jauh kembali ke area parkir karena akan dilewatkan stand belanja oleh2 dulu.",4,02/18/2023 08:36:44,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNobGRxZDRnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChldqd4gE%7CCgsInJzCnwYQ0POeWg%7C?hl=id
The Bryan Arjuna,,5,02/17/2023 14:41:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoaFpIVEJnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChhZHTBg%7CCgsInaS-nwYQoKnHAw%7C?hl=id
Restu Ap,"The wheels on the bus go around and around. All trought the town

(Diterjemahkan oleh Google)
Roda di bus berputar-putar. Semua melewati kota",5,02/16/2023 05:14:25,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoeWFUYm13RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChyaTbmwE%7CCgwIsfe2nwYQqP2UjAE%7C?hl=id
Ivan Kurniawan,Sejuk,5,02/15/2023 06:42:07,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoa1lTYWVnEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChkYSaeg%7CCgwIv_2xnwYQsKiioAI%7C?hl=id
Ajeng Okvita Larasati,,5,02/15/2023 04:49:41,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoNGZQeFZREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh4fPxVQ%7CCgwI5cixnwYQyPKX4AI%7C?hl=id
Fitanur Rohmah,,5,02/15/2023 02:22:51,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoNGRhWWJREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh4daYbQ%7CCgwI-4OxnwYQ2MqM0gM%7C?hl=id
Handayani Richo,Sipp👍,5,02/14/2023 14:03:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoZ2JtOVh3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChgbm9Xw%7CCgwIp6munwYQgJmyrAI%7C?hl=id
Zainal Abidin,,5,02/14/2023 11:18:44,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNXaDRyLXJ3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICWh4r-rwE%7CCgwIlNytnwYQ8K3ttAM%7C?hl=id
Wulan Tiarasari,Tempat liburan menyenangkan..,5,02/14/2023 08:59:11,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoX3FLWEVREAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh_qKXEQ%7CCgwI35qtnwYQyMHksAI%7C?hl=id
Kristin Afianti,,5,02/14/2023 03:48:38,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNodnBMeWxBRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChvpLylAE%7CCgwIlomsnwYQkJzB2QI%7C?hl=id
PhinS Ti,"Tempat sejuk, memanjakan mata, naik kuda 80 K keliling danau. Tempat bersih karena kuda di kasih kantong. Harus hati hati sopir berpengalaman kalau ke arah telaga serangan",5,02/14/2023 02:58:55,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNodnBUMC1RRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChvpT0-QE%7CCgwI7_GrnwYQ-NvdhAI%7C?hl=id
Like Febriani,Tempat yang pas untuk healing. Suasana bagus dan fasilitas sudah banyak. Belanja oleh2 juga murah2 sayuran masih segar dengan harga yg terjangkau.,5,02/13/2023 14:00:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoN3BMRHRnRRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh7pLDtgE%7CCgwIgYWpnwYQqN6XwAM%7C?hl=id
AMALIA AGUSTIN,Dateng kalo gk hujan pasti bagus sih 👍👍👍,4,02/12/2023 15:04:14,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNodHFIaGNBEAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgIChtqHhcA%7CCgwI7v-jnwYQkJWN_AE%7C?hl=id
Icha Yasicha,"Susananya enak, dingin. Cocok buat healing",5,02/12/2023 12:29:33,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoMXF1cDN3RRAB!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh1qup3wE%7CCgwIrbejnwYQoL6j2gI%7C?hl=id
lathifah laily,"Sarangan udah mulai bagus jalannya. Tp sebel sama Pungli kang parkirnya. Petentang petenteng maksa, pdhl ga pake atribut dr Dishub. Ga ada karcis. Sekalinya mau balik, dimintai tolong ambilin motor sok ga tau, pas udah di keluarin sendiri, kita dibentak dikira ngobrak abrik parkiran. Kerja kaga bener, akhlaknya juga. Yek.",2,02/12/2023 10:08:19,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNoMW9LSFR3EAE!2m1!1s0x0:0x49bf06f3bb4505db!3m1!1s2@1:CIHM0ogKEICAgICh1oKHTw%7CCgsIk_WinwYQ8P34aA%7C?hl=id
